المواطنة,المؤشر,الدولة,الجنس,Year,Value,Source,المرحلة التعليمية,القطاع
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال, إناث,2018,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,كلا الجنسين,2018,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,ذكور,2018,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال, إناث,2018,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,كلا الجنسين,2018,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,ذكور,2019,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال, إناث,2019,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,كلا الجنسين,2019,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,ذكور,2019,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال, إناث,2019,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,كلا الجنسين,2019,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,ذكور,2019,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال, إناث,2019,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,كلا الجنسين,2019,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,ذكور,2020,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال, إناث,2020,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,كلا الجنسين,2020,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,ذكور,2020,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال, إناث,2020,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,كلا الجنسين,2020,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,ذكور,2020,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال, إناث,2020,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,كلا الجنسين,2020,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,ذكور,2021,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال, إناث,2021,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,كلا الجنسين,2021,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,ذكور,2021,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال, إناث,2021,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,كلا الجنسين,2021,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,ذكور,2021,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال, إناث,2021,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,كلا الجنسين,2021,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,ذكور,2022,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال, إناث,2022,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,كلا الجنسين,2022,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,ذكور,2022,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال, إناث,2022,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,كلا الجنسين,2022,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,ذكور,2022,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال, إناث,2022,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,كلا الجنسين,2022,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,ذكور,2023,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال, إناث,2023,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,كلا الجنسين,2023,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,ذكور,2023,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال, إناث,2023,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,كلا الجنسين,2023,,,,
